entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl_pct,reason
2025-01-02,2025-01-06,OKLO,21.850000381469727,30.0,521.4219099950399,37.29976876999061,TAKE
2025-01-02,2025-01-10,AAOI,35.599998474121094,31.600000381469727,320.03003990520733,-11.235950180051574,STOP
2025-01-02,2025-01-24,ALAB,134.6300048828125,115.55000305175781,84.62503542368056,-14.172176438426714,STOP
2025-01-02,2025-02-04,RDDT,165.91000366210938,215.30999755859375,68.67017467796157,29.775174978051293,TAKE
2025-02-04,2025-02-12,ALAB,101.7300033569336,87.5,118.0067012643432,-13.98801030901934,STOP
2024-12-02,2025-02-13,APP,340.5899963378906,471.6700134277344,35.61336397905462,38.4861618072313,TAKE
2025-02-04,2025-02-18,RDDT,215.30999755859375,187.1300048828125,55.75599020893278,-13.088102268967999,STOP
2025-02-04,2025-02-21,OKLO,46.88999938964844,38.790000915527344,256.02094843303644,-17.27446913959498,STOP
2025-02-04,2025-02-21,CRDO,76.25,66.77999877929688,157.44029004278417,-12.419673732069672,STOP
2025-03-06,2025-03-07,RDDT,150.72000122070312,133.97999572753906,77.2879974552261,-11.10669145274969,STOP
2025-03-06,2025-03-10,NET,131.02000427246094,116.61000061035156,88.90891994304299,-10.998323303472986,STOP
2025-03-06,2025-03-24,APP,259.6300048828125,339.7200012207031,44.867106465815624,30.847742877037774,TAKE
2025-03-06,2025-03-28,OKLO,25.969999313354492,22.389999389648438,448.55014935665474,-13.785136766889014,STOP
2025-03-06,2025-04-23,PLTR,80.45999908447266,100.81999969482422,144.77811587553694,25.304500176511535,TAKE
2025-04-04,2025-04-29,NET,97.08000183105469,122.2300033569336,118.42528601370701,25.906469974780876,TAKE
2025-04-04,2025-04-30,UBER,64.62000274658203,81.01000213623047,177.91282102138183,25.36366247758378,TAKE
2025-04-04,2025-05-01,OKLO,19.799999237060547,26.309999465942383,580.6427992954117,32.87879030165202,TAKE
2025-05-06,2025-05-13,TEM,52.189998626708984,68.91000366210938,248.3556632207559,32.036799148033865,TAKE
2025-05-06,2025-06-02,ZS,233.10000610351562,293.17999267578125,55.60566873889567,25.774339338963877,TAKE
2025-04-04,2025-06-05,IBM,220.34063720703125,260.2048034667969,52.17706152066525,18.092062710297693,REBAL
2025-05-06,2025-06-05,UBER,85.83000183105469,84.66999816894531,151.0157456123565,-1.351513034326497,REBAL
2025-05-06,2025-06-11,PLTR,108.86000061035156,136.38999938964844,119.06744120662916,25.289361220781615,TAKE
2025-06-05,2025-07-08,ZS,300.8800048828125,312.44000244140625,46.276571393666885,3.842062407269691,REBAL
2025-06-05,2025-07-08,INTU,760.452392578125,775.1726684570312,18.309752408933164,1.9357261575574518,REBAL
2025-07-08,2025-07-16,LEU,173.85000610351562,227.25999450683594,82.19295768591775,30.721878934832112,TAKE
2025-07-08,2025-07-17,OKLO,53.52000045776367,67.16999816894531,266.98890271197644,25.504479810223092,TAKE
2025-06-05,2025-07-23,GEV,483.24932861328125,627.9255981445312,28.812652604901405,29.93822463166353,TAKE
2025-07-08,2025-08-06,CRDO,93.36000061035156,117.33999633789062,153.0553352821898,25.685513679056477,TAKE
2025-06-05,2025-08-06,NRG,154.26548767089844,147.26751708984375,90.25800415314126,-4.5363163768579104,REBAL
2025-08-06,2025-08-11,OKLO,83.0999984741211,71.86000061035156,189.22399408899233,-13.525870120526992,STOP
2025-08-06,2025-08-13,LEU,232.38999938964844,187.44000244140625,67.66433005448337,-19.342483353973638,STOP
2025-08-06,2025-09-05,STX,146.16812133789062,186.75218200683594,107.57826998208914,27.765329606398147,TAKE
2025-08-06,2025-09-08,CRDO,117.33999633789062,147.52999877929688,134.00813116426448,25.72865466475006,TAKE
2025-08-06,2025-09-10,CLS,198.6300048828125,253.02999877929688,79.16484535828054,27.387601348839123,TAKE
2025-09-05,2025-09-15,OKLO,69.79000091552734,95.68000030517578,233.66733234248355,37.09700394041442,TAKE
2025-09-05,2025-09-17,ALAB,191.1999969482422,249.3800048828125,85.29102300417523,30.4288749284445,TAKE
2025-09-05,2025-09-18,LEU,205.38999938964844,262.6499938964844,79.39842926418868,27.87866725594908,TAKE
2025-10-06,2025-10-14,ALAB,220.80999755859375,161.5500030517578,81.67801210689822,-26.837550456070637,STOP
2025-10-06,2025-10-14,CRDO,147.4199981689453,129.75,122.3397224116518,-11.986160892971425,STOP
2025-10-06,2025-10-24,CLS,235.33999633789062,296.6199951171875,76.6351743628851,26.038922296622204,TAKE
2025-10-06,2025-10-29,LITE,160.60000610351562,214.27999877929688,112.29963243145968,33.42465170342616,TAKE
2025-10-06,2025-11-04,RDDT,203.6300048828125,187.77000427246094,88.56907735328188,-7.788636364998798,REBAL
2025-11-04,2025-11-06,LITE,188.36000061035156,239.67999267578125,96.97970691462447,27.245695423197684,TAKE
2025-11-04,2025-11-14,OKLO,112.2300033569336,97.56999969482422,162.76483210585093,-13.062463889878941,STOP
2025-11-04,2025-11-17,APP,608.6799926757812,539.27001953125,30.011003932177072,-11.403360383081145,STOP
2025-11-04,2025-12-11,CIEN,182.8699951171875,242.3699951171875,99.89116936282733,32.536775626789385,TAKE
2025-12-04,2025-12-17,INTC,40.5,36.04999923706055,458.1176220587251,-10.987656204788774,STOP
2025-12-04,2025-12-24,MU,226.4633331298828,286.4438781738281,81.92833443256478,26.485764478943203,TAKE
2025-11-04,2026-01-06,WDC,151.9849853515625,219.27505493164062,120.19014648964195,44.27415604536645,TAKE
2026-01-06,2026-01-08,COHR,194.11000061035156,173.14999389648438,105.10664570034267,-10.798004558220287,STOP
2026-01-06,2026-01-08,WDC,219.27505493164062,187.5902099609375,93.04410420695577,-14.449817367771692,STOP
2026-01-06,2026-01-08,CIEN,254.19000244140625,225.2100067138672,80.2637824662222,-11.400918780910468,STOP
2026-01-06,2026-01-28,MU,343.2857666015625,435.09722900390625,59.43226619333031,26.744907984753556,TAKE
2025-12-04,2026-02-02,LITE,327.8500061035156,423.4200134277344,56.59223226465393,29.150527846579756,TAKE
2026-02-05,2026-02-19,LITE,504.4200134277344,635.6400146484375,40.338071134413475,26.014035471949477,TAKE
2026-02-05,2026-02-25,COHR,209.24000549316406,267.8999938964844,97.24397748562716,28.03478630439854,TAKE
2026-02-05,2026-02-25,TER,270.91436767578125,342.6905822753906,75.1061324573991,26.494059807676233,TAKE
2026-03-09,2026-03-13,AAOI,110.62000274658203,96.80999755859375,199.20391354928745,-12.484184455884934,STOP
2026-03-09,2026-03-24,LITE,640.6900024414062,801.989990234375,34.394071048373114,25.175980143020933,TAKE
2026-02-05,2026-03-30,MU,382.729248046875,321.79998779296875,53.16377174492214,-15.919677047112923,STOP
2026-02-05,2026-04-08,WDC,260.0655212402344,338.7799987792969,78.23924634928439,30.267171581868535,TAKE
2026-03-09,2026-04-17,TER,296.3280944824219,380.23638916015625,74.36330835400838,28.31601061124219,TAKE
2026-04-08,2026-04-28,LITE,896.02001953125,791.3699951171875,25.68863957284078,-11.679429268646233,STOP
2026-04-08,2026-04-30,WDC,338.7799987792969,434.5199890136719,67.94242698720578,28.260225095740143,TAKE
2026-04-08,2026-05-01,AAOI,132.6999969482422,183.50999450683594,173.4554322617333,38.28937356977596,TAKE
2026-05-07,2026-05-13,AAOI,157.5500030517578,223.10000610351562,156.47871838555852,41.605840547158564,TAKE
