date,equity,cash,n_positions,return,dd
2025-01-02,100000.0,50000.0,5,0.0,0.0
2025-01-03,104557.97304606045,50000.0,5,0.045579730460604484,0.0
2025-01-06,105133.3838428081,63729.97687699906,4,0.005503270386603365,0.0
2025-01-07,102959.35077374695,63729.97687699906,4,-0.02067880809688105,0.02067880809688105
2025-01-08,102535.55785297288,63729.97687699906,4,-0.004116118813776826,0.024709810479603744
2025-01-10,101628.98778715308,72606.3818589939,3,-0.008841518833103246,0.03333285705798916
2025-01-13,101214.16129416772,72606.3818589939,3,-0.0040817733406354195,0.037278573231318
2025-01-14,101476.2871154036,72606.3818589939,3,0.00258981369686051,0.03478530409401148
2025-01-15,102484.56020758447,72606.3818589939,3,0.009936046349766636,0.025194886138013683
2025-01-16,102360.68827420249,72606.3818589939,3,-0.001208688734489094,0.02637312209746101
2025-01-17,103091.75477774112,72606.3818589939,3,0.0071420631871901286,0.019419417414734408
2025-01-21,103098.81058268769,72606.3818589939,3,6.844199094069303e-05,0.019352304527384456
2025-01-22,103396.91378646731,72606.3818589939,3,0.0028914320358772727,0.01651682836478574
2025-01-23,103372.77846835487,72606.3818589939,3,-0.00023342397010306382,0.01674639691123836
2025-01-24,102806.86926652119,81189.16421515124,2,-0.00547445091656229,0.022129170499880835
2025-01-27,102124.72719136483,81189.16421515124,2,-0.0066351799254574795,0.028617519397470592
2025-01-28,103482.49124161885,81189.16421515124,2,0.013295154734756842,0.015702839011228042
2025-01-29,104083.03053588714,81189.16421515124,2,0.005803293746244664,0.009990673452415666
2025-01-30,103873.70578179366,81189.16421515124,2,-0.0020111323912817003,0.011981713276706496
2025-01-31,104030.45070873818,81189.16421515124,2,0.0015089952338254164,0.010490798391108558
2025-02-03,104075.38266727683,81189.16421515124,2,0.00043191160119504524,0.01006341788744436
2025-02-04,105292.55248139698,52049.66072039757,5,0.011695078921894364,0.0
2025-02-05,107000.6212289245,52049.66072039757,5,0.01622212309678117,0.0
2025-02-06,106313.27699898569,52049.66072039757,5,-0.006423740554442725,0.006423740554442725
2025-02-07,107672.67353060331,52049.66072039757,5,0.01278670519798375,0.0
2025-02-10,107696.14105431805,52049.66072039757,5,0.00021795245669342656,0.0
2025-02-11,104412.09653452583,52049.66072039757,5,-0.03049361367679715,0.03049361367679715
2025-02-12,104883.46447978544,61106.08265896453,4,0.004514495550845821,0.026116781409224354
2025-02-13,107018.69856118169,74906.48101791921,3,0.020358157427263324,0.006290313529383362
2025-02-14,106088.80990962221,74906.48101791921,3,-0.008689029712203644,0.014924686520431218
2025-02-18,105717.719573573,84057.65657102171,2,-0.0034979215655764895,0.018370402703168365
