entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl_pct,reason
2025-01-02,2025-01-06,OKLO,21.850000381469727,30.0,457.6658958999687,37.29976876999061,TAKE
2025-01-02,2025-01-10,AAOI,35.599998474121094,31.600000381469727,280.8988884443171,-11.235950180051574,STOP
2025-01-02,2025-01-24,ALAB,134.6300048828125,115.55000305175781,74.27764716122837,-14.172176438426714,STOP
2025-01-02,2025-02-04,RDDT,165.91000366210938,215.30999755859375,60.27364100579431,29.775174978051293,TAKE
2025-02-04,2025-02-12,ALAB,101.7300033569336,87.5,103.5019650121938,-13.98801030901934,STOP
2025-01-02,2025-02-13,APP,341.7799987792969,471.6700134277344,29.258587499900663,38.00398358954688,TAKE
2025-02-04,2025-02-18,RDDT,215.30999755859375,187.1300048828125,48.90276980879303,-13.088102268967999,STOP
2025-02-04,2025-02-21,OKLO,46.88999938964844,38.790000915527344,224.55225816155942,-17.27446913959498,STOP
2025-02-04,2025-02-21,CRDO,76.25,66.77999877929688,138.08859341822557,-12.419673732069672,STOP
2025-03-06,2025-03-07,RDDT,150.72000122070312,133.97999572753906,67.66825513838096,-11.10669145274969,STOP
2025-03-06,2025-03-10,NET,131.02000427246094,116.61000061035156,77.84276571881738,-10.998323303472986,STOP
2025-03-06,2025-03-24,APP,259.6300048828125,339.7200012207031,39.282668818124726,30.847742877037774,TAKE
2025-03-06,2025-03-28,OKLO,25.969999313354492,22.389999389648438,392.7208227462309,-13.785136766889014,STOP
2025-03-06,2025-04-04,PLTR,80.45999908447266,74.01000213623047,126.75813588255242,-8.016401965740167,REBAL
2025-06-05,2025-07-08,ZS,300.8800048828125,312.44000244140625,33.45444380882142,3.842062407269691,REBAL
2025-06-05,2025-07-08,PLTR,119.91000366210938,139.7100067138672,83.9443992088766,16.51238632896019,REBAL
2025-06-05,2025-07-08,INTU,760.452392578125,775.1726684570312,13.236559335982179,1.9357261575574518,REBAL
2025-07-08,2025-07-16,LEU,173.85000610351562,227.25999450683594,59.55935644640836,30.721878934832112,TAKE
2025-07-08,2025-07-17,OKLO,53.52000045776367,67.16999816894531,193.46775771986256,25.504479810223092,TAKE
2025-06-05,2025-07-23,GEV,483.24932861328125,627.9255981445312,20.829357891576233,29.93822463166353,TAKE
2025-07-08,2025-08-06,CRDO,93.36000061035156,117.33999633789062,110.90825207836902,25.685513679056477,TAKE
2025-06-05,2025-08-06,NRG,154.26548767089844,147.26751708984375,65.24967683000968,-4.5363163768579104,REBAL
2025-08-06,2025-08-11,OKLO,83.0999984741211,71.86000061035156,137.111660153799,-13.525870120526992,STOP
2025-08-06,2025-08-13,LEU,232.38999938964844,187.44000244140625,49.02955712160667,-19.342483353973638,STOP
2025-08-06,2025-09-05,STX,146.16812133789062,186.75218200683594,77.95118829793215,27.765329606398147,TAKE
2025-08-06,2025-09-08,CRDO,117.33999633789062,147.52999877929688,97.10225929064259,25.72865466475006,TAKE
2025-08-06,2025-09-10,CLS,198.6300048828125,253.02999877929688,57.36282771722789,27.387601348839123,TAKE
2025-09-05,2025-09-15,OKLO,69.79000091552734,95.68000030517578,169.3152922568564,37.09700394041442,TAKE
