entry_date,exit_date,ticker,entry_price,exit_price,shares,pnl_pct,reason
2025-09-05,2025-09-17,ALAB,191.1999969482422,249.3800048828125,61.801854551375946,30.4288749284445,TAKE
2025-09-05,2025-09-18,LEU,205.38999938964844,262.6499938964844,57.53208255871067,27.87866725594908,TAKE
2025-10-06,2025-10-14,ALAB,220.80999755859375,161.5500030517578,59.1838677328204,-26.837550456070637,STOP
2025-10-06,2025-10-14,CRDO,147.4199981689453,129.75,88.6473331427915,-11.986160892971425,STOP
2025-10-06,2025-10-24,CLS,235.33999633789062,296.6199951171875,55.529828728429145,26.038922296622204,TAKE
2025-10-06,2025-10-29,LITE,160.60000610351562,214.27999877929688,81.37228638191274,33.42465170342616,TAKE
2025-10-06,2025-11-04,RDDT,203.6300048828125,187.77000427246094,64.17713193648925,-7.788636364998798,REBAL
2025-11-04,2025-11-06,LITE,188.36000061035156,239.67999267578125,70.27147207367054,27.245695423197684,TAKE
2025-11-04,2025-11-14,OKLO,112.2300033569336,97.56999969482422,117.93935780782581,-13.062463889878941,STOP
2025-11-04,2025-11-17,APP,608.6799926757812,539.27001953125,21.74596615949119,-11.403360383081145,STOP
2025-11-04,2025-12-11,CIEN,182.8699951171875,242.3699951171875,72.38111705643522,32.536775626789385,TAKE
2025-12-04,2025-12-17,INTC,40.5,36.04999923706055,331.9519176655856,-10.987656204788774,STOP
2025-12-04,2025-12-24,MU,226.4633331298828,286.4438781738281,59.365251229194314,26.485764478943203,TAKE
2025-11-04,2026-01-06,WDC,151.9849853515625,219.27505493164062,87.08975095184168,44.27415604536645,TAKE
2026-01-06,2026-01-08,COHR,194.11000061035156,173.14999389648438,76.16024994374374,-10.798004558220287,STOP
2026-01-06,2026-01-08,WDC,219.27505493164062,187.5902099609375,67.41973530766369,-14.449817367771692,STOP
2026-01-06,2026-01-08,CIEN,254.19000244140625,225.2100067138672,58.159117278707235,-11.400918780910468,STOP
2026-01-06,2026-01-28,MU,343.2857666015625,435.09722900390625,43.064605647408555,26.744907984753556,TAKE
2025-12-04,2026-02-02,LITE,327.8500061035156,423.4200134277344,41.00671775254255,29.150527846579756,TAKE
2026-02-05,2026-02-19,LITE,504.4200134277344,635.6400146484375,29.228956545755576,26.014035471949477,TAKE
2026-02-05,2026-02-25,COHR,209.24000549316406,267.8999938964844,70.46296246522691,28.03478630439854,TAKE
2026-02-05,2026-02-25,TER,270.91436767578125,342.6905822753906,54.4218853351229,26.494059807676233,TAKE
2026-03-09,2026-03-13,AAOI,110.62000274658203,96.80999755859375,144.34310737057598,-12.484184455884934,STOP
2026-03-09,2026-03-24,LITE,640.6900024414062,801.989990234375,24.921935527226474,25.175980143020933,TAKE
2026-02-05,2026-03-30,MU,382.729248046875,321.79998779296875,38.52245609272838,-15.919677047112923,STOP
2026-02-05,2026-04-08,WDC,260.0655212402344,338.7799987792969,56.692138900140066,30.267171581868535,TAKE
2026-03-09,2026-04-17,TER,296.3280944824219,380.23638916015625,53.88363517024023,28.31601061124219,TAKE
2026-04-08,2026-04-28,LITE,896.02001953125,791.3699951171875,18.613981994631594,-11.679429268646233,STOP
2026-04-08,2026-04-30,WDC,338.7799987792969,434.5199890136719,49.23106609150673,28.260225095740143,TAKE
2026-04-08,2026-05-01,AAOI,132.6999969482422,183.50999450683594,125.68576408399886,38.28937356977596,TAKE
2026-05-07,2026-05-13,AAOI,157.5500030517578,223.10000610351562,113.38444133301815,41.605840547158564,TAKE
