date,equity,cash,n_positions,return,dd
2023-01-03,100000.0,100000.0,0,0.0,0.0
2023-01-04,100000.0,100000.0,0,0.0,0.0
2023-01-05,100000.0,100000.0,0,0.0,0.0
2023-01-06,100000.0,100000.0,0,0.0,0.0
2023-01-09,100000.0,100000.0,0,0.0,0.0
2023-01-10,100000.0,100000.0,0,0.0,0.0
2023-01-11,100000.0,100000.0,0,0.0,0.0
2023-01-12,100000.0,100000.0,0,0.0,0.0
2023-01-13,100000.0,100000.0,0,0.0,0.0
2023-01-17,100000.0,100000.0,0,0.0,0.0
2023-01-18,100000.0,100000.0,0,0.0,0.0
2023-01-19,100000.0,100000.0,0,0.0,0.0
2023-01-20,100000.0,100000.0,0,0.0,0.0
2023-01-23,100000.0,100000.0,0,0.0,0.0
2023-01-24,100000.0,100000.0,0,0.0,0.0
2023-01-25,100000.0,100000.0,0,0.0,0.0
2023-01-26,100000.0,100000.0,0,0.0,0.0
2023-01-27,100000.0,100000.0,0,0.0,0.0
2023-01-30,100000.0,100000.0,0,0.0,0.0
2023-01-31,100000.0,100000.0,0,0.0,0.0
2023-02-01,100000.0,100000.0,0,0.0,0.0
2023-02-02,100000.0,50000.0,5,0.0,0.0
2023-02-03,99344.07552462908,50000.0,5,-0.00655924475370917,0.00655924475370917
2023-02-06,98810.1105253333,50000.0,5,-0.005374905312430123,0.011898894746667055
2023-02-07,99623.8860846138,50000.0,5,0.008235751938278302,0.003761139153862003
2023-02-08,98973.38493598333,50000.0,5,-0.006529570108096183,0.010266150640166782
2023-02-09,98956.69192824059,50000.0,5,-0.00016866158264194908,0.010433080717594079
2023-02-10,98344.24840213248,50000.0,5,-0.006189005656658697,0.016557515978675275
2023-02-13,99341.81161451247,50000.0,5,0.010143584689375151,0.006581883854875348
2023-02-14,100039.60514143789,50000.0,5,0.007024167524074976,0.0
2023-02-15,99873.08860599418,50000.0,5,-0.0016645061244322523,0.0016645061244322523
2023-02-16,98722.40264385019,50000.0,5,-0.011521481694468538,0.013166810242057791
2023-02-17,98004.47148465487,50000.0,5,-0.007272221299002624,0.020343279583178164
2023-02-21,96834.71710484501,50000.0,5,-0.011935724585719676,0.0320361923866227
2023-02-22,96843.11706833437,58980.90571317568,4,8.674537129338411e-05,0.031952226006732753
2023-02-23,98766.60731447459,58980.90571317568,4,0.019861920024558666,0.01272493853972645
2023-02-24,98402.4048645247,58980.90571317568,4,-0.00368750592789191,0.016365521181321063
2023-02-27,98353.6215045834,58980.90571317568,4,-0.0004957537369991716,0.016853161650036697
2023-02-28,98093.71764066894,58980.90571317568,4,-0.002642544930613888,0.019451171343767504
2023-03-01,97755.12058365394,58980.90571317568,4,-0.003451771073202936,0.022835801426386082
2023-03-02,98115.9334289241,58980.90571317568,4,0.0036909866523195944,0.019229101412326366
2023-03-03,98845.72061887512,58980.90571317568,4,0.007438008939492757,0.011934118701036778
2023-03-06,98620.43367282707,48322.37830636994,5,-0.0022791775368474765,0.014186096262618797
2023-03-07,98480.20954405789,48322.37830636994,5,-0.0014218567445604124,0.015587782410529272
2023-03-08,98752.69206496004,48322.37830636994,5,0.0027668759252614805,0.012864035945147845
2023-03-09,96833.57789393472,56504.70239143445,4,-0.019433537768903664,0.03204757998565089
2023-03-10,95878.90409822401,56504.70239143445,4,-0.009858912749835635,0.041590538440564595
2023-03-13,96081.9301389076,56504.70239143445,4,0.0021175256704601964,0.03956108180290052
2023-03-14,97547.15261258784,56504.70239143445,4,0.015249719396372985,0.02491465780303881
2023-03-15,97566.77097367548,56504.70239143445,4,0.00020111669651234898,0.024718551860198446
2023-03-16,98753.03071438902,56504.70239143445,4,0.012158440100816792,0.012860650791552852
2023-03-17,98136.05323088162,56504.70239143445,4,-0.006247681504497948,0.019027983045964536
2023-03-20,98049.49490981581,56504.70239143445,4,-0.0008820236622127942,0.01989322357688661
2023-03-21,98914.96086366611,56504.70239143445,4,0.008826827253382019,0.011241990371530619
2023-03-22,98673.57683274415,56504.70239143445,4,-0.0024403187224091294,0.013654875054358917
2023-03-23,99393.58239002479,69032.05211396178,3,0.007296842583309759,0.00645766994481578
2023-03-24,99291.62396240678,69032.05211396178,3,-0.001025804937967889,0.0074768505730664625
2023-03-27,99115.25612409294,69032.05211396178,3,-0.001776260990359324,0.009239830725422116
2023-03-28,98818.01390514144,69032.05211396178,3,-0.0029989552625414584,0.012211076148984534
2023-03-29,99541.11904139095,69032.05211396178,3,0.0073175437116519415,0.0049828875208191015
2023-03-30,100029.16393255471,69032.05211396178,3,0.004902947604605856,0.00010437075264757567
2023-03-31,100422.92467398167,69032.05211396178,3,0.003936459387908764,0.0
2023-04-03,100592.38826956134,69032.05211396178,3,0.0016874991057054256,0.0
2023-04-04,100447.34272346893,49097.8552597556,5,-0.001441913733111977,0.001441913733111977
2023-04-05,97938.24371277247,57588.574332244425,4,-0.02497924726196088,0.026385143075403072
2023-04-06,98250.12991421815,57588.574332244425,4,0.0031845190358974484,0.02328464802989416
2023-04-10,98317.47497835889,57588.574332244425,4,0.0006854450391011735,0.022615163337272315
2023-04-11,98086.33940770887,57588.574332244425,4,-0.00235091036156998,0.024912907477024127
2023-04-12,98079.47424668097,57588.574332244425,4,-6.999100047322404e-05,0.024981154798178418
2023-04-13,98565.12815719366,57588.574332244425,4,0.004951636560481587,0.020153215837118377
2023-04-14,98999.35007100245,57588.574332244425,4,0.004405431433278206,0.01583656801437061
2023-04-17,99767.33434575226,57588.574332244425,4,0.007757467843970689,0.008201951837530252
2023-04-18,100344.09225953261,57588.574332244425,4,0.005781029608163735,0.002468337955784161
2023-04-19,100404.86096891863,57588.574332244425,4,0.0006056032599193184,0.0018642295293774813
2023-04-20,99805.7547757464,57588.574332244425,4,-0.005966904265299333,0.007820010115546339
2023-04-21,100008.17808044545,57588.574332244425,4,0.00202817267555222,0.005807697770833009
2023-04-24,99308.46547193112,57588.574332244425,4,-0.0069965539013367994,0.012763617801673455
2023-04-25,97769.58833897716,57588.574332244425,4,-0.015495931043148725,0.028061764703506298
2023-04-26,97880.18768607095,57588.574332244425,4,0.001131224432594724,0.026962284424765892
2023-04-27,99714.73945021411,70312.69070244234,3,0.01874283046970726,0.008724803481107934
2023-04-28,99533.29397945368,70312.69070244234,3,-0.0018196454381854688,0.010528572870439956
2023-05-01,99893.78815981568,70312.69070244234,3,0.0036218451730978263,0.006944860558172561
2023-05-02,99049.13454016575,78853.83613186344,2,-0.00845551695665614,0.015341655128617515
2023-05-03,98837.20067360753,78853.83613186344,2,-0.0021396841834320224,0.0174485130152231
2023-05-04,98737.67280651332,49157.98746876253,5,-0.0010069879196890064,0.018437930493089283
2023-05-05,99876.99251756375,49157.98746876253,5,0.011538855217734678,0.00711182788582887
2023-05-08,101134.24886847043,49157.98746876253,5,0.012588047749691578,0.0
2023-05-09,101276.59027157119,49157.98746876253,5,0.0014074500448000293,0.0
2023-05-10,101868.05566277303,49157.98746876253,5,0.005840099766548645,0.0
2023-05-11,104068.044043633,62227.955531673215,4,0.021596450099556908,0.0
2023-05-12,103583.59137000867,62227.955531673215,4,-0.00465515305948494,0.00465515305948494
2023-05-15,107230.16039620325,75435.22081793439,3,0.03520411850916383,0.0
2023-05-16,107005.62521197542,75435.22081793439,3,-0.002093955500935607,0.002093955500935607
2023-05-17,107667.39087238244,75435.22081793439,3,0.00618440067142334,0.0
2023-05-18,108784.3400306455,75435.22081793439,3,0.01037407100899257,0.0
2023-05-19,108329.51252626452,75435.22081793439,3,-0.004181001642817872,0.004181001642817872
2023-05-22,108443.52534176776,75435.22081793439,3,0.0010524631085697678,0.003132938884233938
2023-05-23,107929.52850036437,75435.22081793439,3,-0.004739765143040975,0.007857854632756234
2023-05-24,107683.03364422359,75435.22081793439,3,-0.002283850022933742,0.010123758494206658
2023-05-25,110158.3860142407,89331.66213986896,2,0.022987394450601162,0.0
2023-05-26,110860.73845627355,89331.66213986896,2,0.006375841798753834,0.0
2023-05-30,111193.5279645715,89331.66213986896,2,0.0030018698497955576,0.0
2023-05-31,111078.2200053228,89331.66213986896,2,-0.0010370024349388718,0.0010370024349388718
2023-06-01,111280.24994402645,89331.66213986896,2,0.0018188078517460404,0.0
2023-06-02,114185.91115387167,102659.32867340658,1,0.026111203122807014,0.0
2023-06-05,114134.32891343975,57005.59710803067,5,-0.000451739097325321,0.000451739097325321
2023-06-06,113354.34008489441,57005.59710803067,5,-0.006833954656507268,0.0072826065893248915
2023-06-07,111895.46448058923,66606.70147955451,4,-0.012870046292118964,0.020058925397511973
2023-06-08,113045.88693483596,66606.70147955451,4,0.010281225066510968,0.009983930657605056
2023-06-09,113562.31190409392,66606.70147955451,4,0.0045682773894786255,0.005461262632807773
2023-06-12,114046.02391300509,66606.70147955451,4,0.004259441365720651,0.0012250831950543217
2023-06-13,113853.75500683245,66606.70147955451,4,-0.0016858887278640156,0.0029089065689691385
2023-06-14,114798.87740649207,66606.70147955451,4,0.008301196562229274,0.0
2023-06-15,115226.28059051468,66606.70147955451,4,0.003723060657720767,0.0
2023-06-16,114335.47052094417,66606.70147955451,4,-0.007730962632875538,0.007730962632875538
2023-06-20,114228.93789872354,66606.70147955451,4,-0.0009317547890890232,0.00865551406050713
2023-06-21,113613.25302653469,66606.70147955451,4,-0.005389920308413676,0.013998781837906371
2023-06-22,114287.60839004454,66606.70147955451,4,0.005935534328485037,0.008146337759577182
2023-06-23,113522.55493286073,66606.70147955451,4,-0.0066941068061623366,0.014785912110697796
2023-06-26,112433.5284283557,66606.70147955451,4,-0.009593040829191213,0.02423711108131421
2023-06-27,113855.10778042252,66606.70147955451,4,0.012643731562446359,0.011899827045229072
2023-06-28,114101.56997303227,66606.70147955451,4,0.0021647003583278313,0.009760886246769962
2023-06-29,113828.93319808948,66606.70147955451,4,-0.002389421767003075,0.012126985139709778
2023-06-30,115356.89492335479,66606.70147955451,4,0.01342331586826262,0.0
2023-07-03,115259.46135734714,66606.70147955451,4,-0.0008446271553371743,0.0008446271553371743
2023-07-05,115885.95872184286,79053.3462804747,3,0.005435539582762328,0.0
2023-07-06,115701.49330824811,55937.41436568915,5,-0.0015917839885806195,0.0015917839885806195
2023-07-07,116360.09951119151,55937.41436568915,5,0.0056922878358083295,0.0
2023-07-10,118173.90124195063,55937.41436568915,5,0.015587832413160418,0.0
2023-07-11,118882.5852109279,55937.41436568915,5,0.005996958393768237,0.0
2023-07-12,119689.70094426801,55937.41436568915,5,0.006789183898618045,0.0
2023-07-13,122077.68518598576,70942.86968555729,4,0.01995145967345735,0.0
2023-07-14,121041.9203416461,70942.86968555729,4,-0.008484473167734707,0.008484473167734707
2023-07-17,122540.26295585671,70942.86968555729,4,0.012378708219280332,0.0
2023-07-18,123781.95545635825,70942.86968555729,4,0.010132934845658248,0.0
2023-07-19,123905.72596457433,70942.86968555729,4,0.0009999075209288222,0.0
2023-07-20,121965.47521533995,70942.86968555729,4,-0.015659088667049348,0.015659088667049348
2023-07-21,121026.0509212438,70942.86968555729,4,-0.007702378828414402,0.02324085526244246
2023-07-24,121076.06751753722,70942.86968555729,4,0.0004132713239231034,0.0228371887175427
2023-07-25,122028.0550477108,70942.86968555729,4,0.007862722581700066,0.015154028615274595
2023-07-26,122057.81606004336,70942.86968555729,4,0.00024388664001007143,0.014913837840386024
2023-07-27,121947.1238520467,70942.86968555729,4,-0.0009068834063211684,0.015807196134645207
2023-07-28,124277.01679966193,70942.86968555729,4,0.019105763826312128,0.0
2023-07-31,126228.24602578105,86114.83021118425,3,0.015700644225026483,0.0
2023-08-01,126211.06656203682,86114.83021118425,3,-0.00013609841129147426,0.00013609841129147426
2023-08-02,124687.65593140543,86114.83021118425,3,-0.012070341152553232,0.01220479680959019
2023-08-03,124618.94729694241,86114.83021118425,3,-0.0005510460033094633,0.01274911740839646
2023-08-04,124980.05149954319,62490.025749771594,5,0.0028976669313403036,0.009888393172974297
2023-08-07,126925.99811802845,62490.025749771594,5,0.015570057742313903,0.0
2023-08-08,125285.84813521811,62490.025749771594,5,-0.012922096395768912,0.012922096395768912
2023-08-09,119996.51283625206,94006.56880665489,2,-0.04221813858223944,0.05459468812159873
2023-08-10,122252.16610198517,110398.13877661276,1,0.018797656802003848,0.0368232835301171
2023-08-11,122126.1714890801,110398.13877661276,1,-0.0010306125193721982,0.03781594551247891
2023-08-14,122500.65882657598,110398.13877661276,1,0.0030663970951498865,0.0348655071227989
2023-08-15,122553.15591212528,110398.13877661276,1,0.00042854533234493175,0.03445190324079128
2023-08-16,122206.67005680848,110398.13877661276,1,-0.0028272291540598626,0.03718172896959593
2023-08-17,121944.17927043942,110398.13877661276,1,-0.002147925201194334,0.03924979059811251
2023-08-18,122287.16594522557,110398.13877661276,1,0.0028126531076608785,0.036547533535952414
2023-08-21,122672.15082431342,110398.13877661276,1,0.0031482034611898246,0.03351438914633853
2023-08-22,122637.15232072867,110398.13877661276,1,-0.00028530113273117497,0.03379012858588348
2023-08-23,122885.6423660082,110398.13877661276,1,0.0020262215860138433,0.03183237328780453
2023-08-24,122651.15038250694,110398.13877661276,1,-0.001908213026244665,0.0336798433646851
2023-08-25,123522.61513125058,110398.13877661276,1,0.00710523094178761,0.02681391548808676
