date,equity,cash,n_positions,return,dd
2024-01-02,100000.0,50000.0,5,0.0,0.0
2024-01-03,98704.26570899697,50000.0,5,-0.012957342910030256,0.012957342910030256
2024-01-04,99259.10716816057,50000.0,5,0.00562125106932454,0.007408928318394348
2024-01-05,100277.36615053494,50000.0,5,0.01025859501888604,0.0
2024-01-08,101548.93490236925,50000.0,5,0.012680516059081937,0.0
2024-01-09,102944.62335165947,50000.0,5,0.013743998897005172,0.0
2024-01-10,103088.37996515378,50000.0,5,0.001396446058219425,0.0
2024-01-11,101436.16205734233,50000.0,5,-0.01602719829693655,0.01602719829693655
2024-01-12,100870.0373584954,50000.0,5,-0.0055810934420693625,0.021518842447696085
2024-01-16,101000.62073244376,50000.0,5,0.001294570492566205,0.020252129613597014
2024-01-17,99901.25660097275,50000.0,5,-0.010884726484833074,0.030916417206850677
2024-01-18,100110.29169488796,58892.45605367844,4,0.0020924170628817684,0.02888869018285556
2024-01-19,101139.48934044139,58892.45605367844,4,0.01028063776589705,0.0189050465762598
2024-01-22,102481.12133710901,58892.45605367844,4,0.013265164827475084,0.00589066030768981
2024-01-23,102508.24799431594,58892.45605367844,4,0.0002646990670378546,0.005627520492939575
2024-01-24,102081.56742556993,58892.45605367844,4,-0.004162402314881741,0.00976649880349445
2024-01-25,102068.23891549626,58892.45605367844,4,-0.00013056725528226565,0.009895790873834298
2024-01-26,101942.88464298708,58892.45605367844,4,-0.0012281418180729586,0.011111779257312104
2024-01-29,103397.83555866542,58892.45605367844,4,0.014272216455064157,0.0
2024-01-30,103015.51373150953,58892.45605367844,4,-0.003697580564333669,0.003697580564333669
2024-01-31,101920.45588809109,58892.45605367844,4,-0.010630028466125041,0.014288303643804068
2024-02-01,102603.77189445434,48487.31613549052,5,0.006704404924498419,0.007679693292617751
2024-02-02,104942.82729454347,48487.31613549052,5,0.022796972829568496,0.0
2024-02-05,104698.87221829873,48487.31613549052,5,-0.002324647453608608,0.002324647453608608
2024-02-06,104154.16225006843,48487.31613549052,5,-0.005202634533584716,0.007515187696072734
2024-02-07,105588.88215343794,61358.63532885193,4,0.013774964652154997,0.0
2024-02-08,105866.38579657856,61358.63532885193,4,0.0026281521073152625,0.0
2024-02-09,107269.06805625783,61358.63532885193,4,0.013249552718031854,0.0
2024-02-12,107793.04570512753,74407.69835096304,3,0.004884704028517373,0.0
2024-02-13,106984.98644101038,74407.69835096304,3,-0.007496395141553314,0.007496395141553314
2024-02-14,108285.89328117289,74407.69835096304,3,0.012159714025666624,0.0
2024-02-15,108163.95412628446,74407.69835096304,3,-0.0011260853209364985,0.0011260853209364985
2024-02-16,107791.55755858385,74407.69835096304,3,-0.003442889738163757,0.004565098071504625
2024-02-20,106986.44817384063,74407.69835096304,3,-0.007469132119235278,0.012000132870106595
2024-02-21,103923.46796432881,74407.69835096304,3,-0.028629609280371948,0.04028618303509479
